"pic_id","mark_no"
"PK_06_17-04-08_12_i1_vX60",5
"PK_06_17-04-08_12_i1_vX60",6
"PK_06_17-04-08_13_i1_hX60",2
"PK_06_17-04-08_13_i1_hX60",3
"PK_06_17-04-08_13_i1_hX60",4
"PK_06_17-04-08_13_i1_hX60",5
"PK_06_17-04-08_13_i1_vX60",2
"PK_06_17-04-08_13_i1_vX60",3
"PK_06_17-04-08_13_i1_vX60",4
"PK_06_17-04-08_13_i1_vX60",5
"PK_06_17-04-08_13_i1_vX60",6
"PK_06_17-04-08_14_i1_hX40",2
"PK_06_17-04-08_14_i1_hX40",3
"PK_06_17-04-08_14_i1_hX40",4
"PK_06_17-04-08_14_i1_hX40",5
"PK_06_17-04-08_14_i1_vX60",2
"PK_06_17-04-08_14_i1_vX60",3
"PK_06_17-04-08_14_i1_vX60",4
"PK_06_17-04-08_16_i1_vX60",2
"PK_06_17-04-08_16_i1_vX60",3
"PK_06_17-04-08_16_i1_vX60",4
"PK_06_17-04-08_16_i1_vX60",5
"PK_06_17-04-08_16_i2_hX60",2
"PK_06_17-04-08_16_i2_hX60",3
"PK_06_17-04-08_16_i2_hX60",4
"PK_06_17-04-08_17_i1_vX60",2
"PK_06_17-04-08_17_i1_vX60",3
"PK_06_17-04-08_17_i1_vX60",4
"PK_06_17-04-08_17_i1_vX60",5
"PK_06_17-04-08_18_i1_hX60",2
"PK_06_17-04-08_18_i1_hX60",3
"PK_06_17-04-08_18_i1_hX60",4
"PK_06_17-04-08_18_i1_hX60",5
"PK_06_17-04-08_18_i1_hX60",6
"PK_06_17-04-08_18_i1_hX60",7
"PK_06_17-04-08_18_i1_hX60",8
"PK_06_17-04-08_18_i1_vX60",2
"PK_06_17-04-08_18_i1_vX60",3
"PK_06_17-04-08_19_i1_hX40",2
"PK_06_17-04-08_20_i1_hX60",2
"PK_06_17-04-08_20_i1_hX60",3
"PK_06_17-04-08_20_i1_hX60",4
"PK_06_17-04-08_20_i1_hX60",5
"PK_06_17-04-08_20_i1_hX60",6
"PK_06_17-04-08_20_i1_hX60",7
"PK_06_17-04-08_20_i1_hX60",8
"PK_06_17-04-08_20_i1_hX60",9
"PK_06_17-04-08_20_i1_hX60",10
"PK_08_20-04-08_01_i1_hX40",2
"PK_08_20-04-08_01_i1_hX40",3
"PK_08_20-04-08_01_i1_hX40",4
"PK_08_20-04-08_01_i1_hX40",5
"PK_08_20-04-08_01_i1_hX40",6
"PK_08_20-04-08_01_i1_hX40",7
"PK_08_20-04-08_02_i2_vX40",2
"PK_08_20-04-08_02_i2_vX40",3
"PK_08_20-04-08_05_i1_vX40",2
"PK_08_20-04-08_05_i1_vX40",3
"PK_08_20-04-08_06_i2_vX40",2
"PK_08_20-04-08_06_i2_vX40",3
"PK_08_20-04-08_06_i2_vX40",12
"PK_08_20-04-08_10_i1_vX40",2
"PK_08_20-04-08_10_i1_vX40",3
"PK_08_20-04-08_10_i1_vX40",4
"PK_08_20-04-08_10_i1_vX40",5
"PK_08_20-04-08_10_i1_vX40",6
"PK_08_20-04-08_10_i1_vX40",7
"PK_08_20-04-08_11_i2_vX40",2
"PK_08_20-04-08_14_i1_hX40",2
"PK_08_20-04-08_14_i1_hX40",3
"PK_08_20-04-08_14_i1_hX40",4
"PK_08_20-04-08_14_i1_hX40",5
"PK_08_20-04-08_14_i1_hX40",6
"PK_08_20-04-08_14_i1_hX40",7
"PK_08_20-04-08_14_i1_hX40",8
"PK_08_20-04-08_14_i1_hX40",9
"PK_08_20-04-08_14_i1_hX40",10
"PK_08_20-04-08_14_i1_vX40",2
"PK_08_20-04-08_14_i1_vX40",3
"PK_08_20-04-08_14_i1_vX40",4
"PK_08_20-04-08_14_i1_vX40",5
"PK_08_20-04-08_14_i1_vX40",6
"PK_08_20-04-08_14_i1_vX40",7
"PK_08_20-04-08_15_i2_vX40",8
"PK_08_20-04-08_17_i1_vX40",2
"PK_08_20-04-08_17_i1_vX40",3
"PK_08_20-04-08_17_i2_hX40",2
"PK_08_20-04-08_17_i2_hX40",3
"PK_08_20-04-08_17_i2_hX40",4
"PK_08_20-04-08_17_i2_hX40",5
"PK_08_20-04-08_18_i1_hX40",2
"PK_08_20-04-08_18_i1_hX40",3
"PK_08_20-04-08_18_i1_vX40",2
"PK_08_20-04-08_18_i1_vX40",3
"PK_08_20-04-08_18_i1_vX40",4
"PK_08_20-04-08_18_i1_vX40",5
"PK_08_20-04-08_18_i1_vX40",6
"PK_08_20-04-08_19_i1_hX40",2
"PK_08_20-04-08_19_i1_hX40",3
"PK_08_20-04-08_19_i1_hX40",4
"PK_08_20-04-08_20_i1_hX40",2
"PK_08_20-04-08_20_i1_hX40",3
"PK_08_20-04-08_20_i1_hX40",4
"PK_08_20-04-08_20_i1_hX40",5
"PK_08_20-04-08_20_i1_hX40",6
"PK_08_20-04-08_20_i1_hX40",7
"PK_09_21-04-08_01_i1_vX40",2
"PK_09_21-04-08_01_i1_vX40",3
"PK_09_21-04-08_01_i1_vX40",4
"PK_09_21-04-08_01_i1_vX40",5
"PK_09_21-04-08_01_i1_vX40",6
"PK_09_21-04-08_01_i1_vX40",7
"PK_09_21-04-08_01_i1_vX40",8
"PK_09_21-04-08_01_i2_hX40",2
"PK_09_21-04-08_01_i2_hX40",3
"PK_09_21-04-08_01_i2_hX40",4
"PK_09_21-04-08_01_i2_hX40",5
"PK_09_21-04-08_03_i2_hX40",2
"PK_09_21-04-08_03_i2_hX40",3
"PK_09_21-04-08_03_i2_hX40",4
"PK_09_21-04-08_03_i2_hX40",5
"PK_09_21-04-08_03_i2_hX40",6
"PK_09_21-04-08_03_i2_hX40",7
"PK_09_21-04-08_03_i2_vX40",2
"PK_09_21-04-08_03_i2_vX40",3
"PK_09_21-04-08_03_i2_vX40",4
"PK_09_21-04-08_04_i2_hX40",2
"PK_09_21-04-08_04_i2_hX40",3
"PK_09_21-04-08_04_i2_hX40",4
"PK_09_21-04-08_04_i2_hX40",5
"PK_09_21-04-08_04_i2_hX40",6
"PK_09_21-04-08_04_i2_hX40",2
"PK_09_21-04-08_04_i2_hX40",3
"PK_09_21-04-08_04_i2_hX40",4
"PK_09_21-04-08_04_i2_hX40",5
"PK_09_21-04-08_04_i2_hX40",6
"PK_09_21-04-08_04_i2_vX40",2
"PK_09_21-04-08_04_i2_vX40",3
"PK_09_21-04-08_04_i2_vX40",4
"PK_09_21-04-08_05_i2_hX40",2
"PK_09_21-04-08_05_i2_hX40",3
"PK_09_21-04-08_05_i2_hX40",4
"PK_09_21-04-08_05_i2_hX40",5
"PK_09_21-04-08_05_i2_hX40",6
"PK_09_21-04-08_05_i2_hX40",7
"PK_09_21-04-08_05_i2_hX40",8
"PK_09_21-04-08_05_i2_hX40",9
"PK_09_21-04-08_05_i2_vX40",2
"PK_09_21-04-08_05_i2_vX40",3
"PK_09_21-04-08_05_i2_vX40",4
"PK_09_21-04-08_05_i2_vX40",5
"PK_09_21-04-08_06_i2_vX40",2
"PK_09_21-04-08_06_i2_vX40",3
"PK_09_21-04-08_06_i2_vX40",4
"PK_09_21-04-08_06_i2_vX40",5
"PK_09_21-04-08_06_i2_vX40",6
"PK_09_21-04-08_06_i2_hX40",2
"PK_09_21-04-08_06_i2_hX40",3
"PK_09_21-04-08_06_i2_hX40",4
"PK_09_21-04-08_06_i2_hX40",5
"PK_09_21-04-08_07_i2_hX40",2
"PK_09_21-04-08_07_i2_hX40",3
"PK_09_21-04-08_07_i2_hX40",4
"PK_09_21-04-08_07_i2_hX40",5
"PK_09_21-04-08_07_i2_hX40",6
"PK_09_21-04-08_07_i2_hX40",7
"PK_09_21-04-08_07_i2_hX40",8
"PK_09_21-04-08_07_i2_hX40",9
"PK_09_21-04-08_07_i2_vX40",2
"PK_09_21-04-08_07_i2_vX40",3
"PK_09_21-04-08_07_i2_vX40",4
"PK_09_21-04-08_07_i2_vX40",5
"PK_09_21-04-08_07_i2_vX40",6
"PK_09_21-04-08_07_i2_vX40",9
"PK_09_21-04-08_07_i2_vX40",10
"PK_09_21-04-08_07_i2_vX40",11
"PK_09_21-04-08_07_i2_vX40",12
"PK_09_21-04-08_08_i2_hX40",2
"PK_09_21-04-08_08_i2_hX40",3
"PK_09_21-04-08_08_i2_hX40",4
"PK_09_21-04-08_08_i2_hX40",5
"PK_09_21-04-08_08_i2_hX40",6
"PK_09_21-04-08_09_i2_hX40",2
"PK_09_21-04-08_09_i2_hX40",3
"PK_09_21-04-08_09_i2_hX40",4
"PK_09_21-04-08_09_i2_hX40",5
"PK_09_21-04-08_09_i2_hX40",6
"PK_09_21-04-08_09_i2_hX40",7
"PK_09_21-04-08_10_i2_hX40",2
"PK_09_21-04-08_10_i2_hX40",3
"PK_09_21-04-08_10_i2_hX40",7
"PK_09_21-04-08_10_i2_hX40",8
"PK_09_21-04-08_10_i2_hX40",9
"PK_09_21-04-08_10_i2_hX40",10
"PK_09_21-04-08_10_i2_vX40",2
"PK_09_21-04-08_10_i2_vX40",3
"PK_09_21-04-08_10_i2_vX40",4
"PK_09_21-04-08_10_i2_vX40",5
"PK_09_21-04-08_10_i2_vX40",6
"PK_09_21-04-08_10_i2_vX40",7
"PK_09_21-04-08_11_i1_hX40",2
"PK_09_21-04-08_11_i2_vX40",2
"PK_09_21-04-08_11_i2_vX40",3
"PK_09_21-04-08_11_i2_vX40",4
"PK_09_21-04-08_11_i2_vX40",5
"PK_09_21-04-08_11_i2_vX40",6
"PK_09_21-04-08_11_i2_vX40",7
"PK_09_21-04-08_12_i2_hX40",2
"PK_09_21-04-08_12_i2_hX40",3
"PK_09_21-04-08_12_i2_hX40",4
"PK_09_21-04-08_12_i2_hX40",5
"PK_09_21-04-08_12_i2_hX40",6
"PK_09_21-04-08_12_i2_hX40",7
"PK_09_21-04-08_12_i2_hX40",8
"PK_09_21-04-08_12_i2_vX40",2
"PK_09_21-04-08_12_i2_vX40",3
"PK_09_21-04-08_12_i2_vX40",4
"PK_09_21-04-08_12_i2_vX40",5
"PK_09_21-04-08_12_i2_vX40",12
"PK_09_21-04-08_12_i2_vX40",13
"PK_09_21-04-08_13_i1_hX40",2
"PK_09_21-04-08_13_i1_hX40",3
"PK_09_21-04-08_13_i1_hX40",4
"PK_09_21-04-08_13_i1_hX40",5
"PK_09_21-04-08_13_i1_hX40",6
"PK_09_21-04-08_13_i1_hX40",7
"PK_09_21-04-08_13_i1_hX40",8
"PK_09_21-04-08_14_i1_hX40",2
"PK_09_21-04-08_14_i1_hX40",3
"PK_09_21-04-08_14_i1_hX40",4
"PK_09_21-04-08_14_i1_hX40",5
"PK_09_21-04-08_14_i1_hX40",11
"PK_09_21-04-08_14_i1_hX40",12
"PK_09_21-04-08_14_i1_vX40",2
"PK_09_21-04-08_14_i1_vX40",3
"PK_09_21-04-08_14_i1_vX40",4
"PK_09_21-04-08_14_i1_vX40",5
"PK_09_21-04-08_14_i1_vX40",6
"PK_09_21-04-08_14_i1_vX40",7
"PK_09_21-04-08_14_i1_vX40",8
"PK_09_21-04-08_15_i1_hX40",15
"PK_09_21-04-08_15_i1_hX40",16
"PK_09_21-04-08_15_i1_hX40",2
"PK_09_21-04-08_15_i1_hX40",3
"PK_09_21-04-08_15_i1_hX40",4
"PK_09_21-04-08_15_i1_hX40",5
"PK_09_21-04-08_15_i1_hX40",6
"PK_09_21-04-08_15_i1_hX40",7
"PK_09_21-04-08_15_i1_vX40",2
"PK_09_21-04-08_15_i1_vX40",3
"PK_09_21-04-08_15_i1_vX40",4
"PK_09_21-04-08_15_i1_vX40",5
"PK_09_21-04-08_15_i1_vX40",6
"PK_09_21-04-08_17_i1_hX40",2
"PK_09_21-04-08_17_i1_hX40",3
"PK_09_21-04-08_17_i1_hX40",4
"PK_09_21-04-08_17_i1_hX40",5
"PK_09_21-04-08_17_i1_vX40",2
"PK_09_21-04-08_17_i1_vX40",3
"PK_09_21-04-08_17_i1_vX40",4
"PK_09_21-04-08_17_i1_vX40",5
"PK_09_21-04-08_17_i1_vX40",6
"PK_09_21-04-08_19_i1_hX60",2
"PK_09_21-04-08_19_i1_hX60",3
"PK_09_21-04-08_19_i1_hX60",4
"PK_09_21-04-08_19_i1_hX60",5
"PK_09_21-04-08_19_i1_hX60",6
"PK_09_21-04-08_19_i1_hX60",7
"PK_09_21-04-08_19_i1_hX60",8
"PK_09_21-04-08_19_i1_hX60",9
"PK_09_21-04-08_19_i1_hX60",10
"PK_09_21-04-08_20_i1_vX40",2
"PK_09_21-04-08_20_i1_vX40",3
"PK_09_21-04-08_20_i1_vX40",4
"PK_09_21-04-08_20_i1_vX40",5
"PK_12_22-04-08_01_i1_vX40",2
"PK_12_22-04-08_01_i1_vX40",3
"PK_12_22-04-08_01_i1_vX40",4
"PK_12_22-04-08_02_i1_hX40",2
"PK_12_22-04-08_02_i1_hX40",3
"PK_12_22-04-08_02_i1_vX40",2
"PK_12_22-04-08_02_i1_vX40",3
"PK_12_22-04-08_02_i1_vX40",4
"PK_12_22-04-08_03_i1_hX60",2
"PK_12_22-04-08_03_i1_vX60",2
"PK_12_22-04-08_03_i1_vX60",3
"PK_12_22-04-08_03_i1_vX60",4
"PK_12_22-04-08_04_i1_hX40",2
"PK_12_22-04-08_04_i1_hX40",3
"PK_12_22-04-08_04_i1_hX40",4
"PK_12_22-04-08_04_i1_vX40",2
"PK_12_22-04-08_04_i1_vX40",3
"PK_12_22-04-08_04_i1_vX40",4
"PK_12_22-04-08_04_i1_vX40",5
"PK_12_22-04-08_04_i1_vX40",6
"PK_12_22-04-08_04_i1_vX40",7
"PK_12_22-04-08_04_i1_vX40",8
"PK_12_22-04-08_05_i1_hX40",2
"PK_12_22-04-08_05_i1_vX60",2
"PK_12_22-04-08_05_i1_vX60",3
"PK_12_22-04-08_05_i1_vX60",4
"PK_12_22-04-08_06_i1_hX60",2
"PK_12_22-04-08_06_i1_hX60",3
"PK_12_22-04-08_06_i1_vX60",2
"PK_12_22-04-08_06_i1_vX60",3
"PK_12_22-04-08_07_i1_hX40",2
"PK_12_22-04-08_07_i1_vX40",2
"PK_12_22-04-08_07_i1_vX40",3
"PK_12_22-04-08_07_i1_vX40",4
"PK_12_22-04-08_09_i1_vX40",2
"PK_12_22-04-08_09_i1_vX40",3
"PK_12_22-04-08_09_i1_vX40",4
"PK_12_22-04-08_10_i1_vX40",2
"PK_12_22-04-08_10_i1_vX40",3
"PK_12_22-04-08_10_i1_vX40",4
"PK_12_22-04-08_11_i1_hX40",2
"PK_12_22-04-08_11_i1_hX40",3
"PK_12_22-04-08_11_i1_hX40",4
"PK_12_22-04-08_11_i1_hX40",5
"PK_12_22-04-08_11_i1_hX40",6
"PK_12_22-04-08_11_i1_hX40",7
"PK_12_22-04-08_11_i1_vX40",2
"PK_12_22-04-08_11_i1_vX40",3
"PK_12_22-04-08_11_i1_vX40",4
"PK_12_22-04-08_11_i1_vX40",5
"PK_12_22-04-08_11_i1_vX40",6
"PK_12_22-04-08_11_i1_vX40",7
"PK_12_22-04-08_13_i1_hX40",2
"PK_12_22-04-08_13_i1_hX40",3
"PK_12_22-04-08_13_i1_hX40",4
"PK_12_22-04-08_13_i1_hX40",5
"PK_12_22-04-08_14_i1_hX40",2
"PK_12_22-04-08_14_i1_hX40",3
"PK_12_22-04-08_14_i1_hX40",4
"PK_12_22-04-08_14_i1_hX40",5
"PK_12_22-04-08_14_i1_hX40",6
"PK_12_22-04-08_14_i1_vX40",2
"PK_12_22-04-08_14_i1_vX40",3
"PK_12_22-04-08_14_i1_vX40",4
"PK_12_22-04-08_15_i1_vX40",2
"PK_12_22-04-08_16_i1_hX40",2
"PK_12_22-04-08_16_i1_hX40",3
"PK_12_22-04-08_16_i1_hX40",4
"PK_12_22-04-08_16_i1_vX40",2
"PK_12_22-04-08_16_i1_vX40",3
"PK_12_22-04-08_16_i1_vX40",4
"PK_12_22-04-08_18_i2_hX40",2
"PK_12_22-04-08_18_i2_hX40",3
"PK_12_22-04-08_18_i2_vX40",2
"PK_12_22-04-08_19_i1_vX40",2
"PK_12_22-04-08_19_i1_vX40",3
"PK_12_22-04-08_19_i1_vX40",4
"PK_12_22-04-08_19_i1_vX40",5
"CY_02_20-04-06_16_i1_vX60",2
"CY_25_22-04-06_12_i1_hX40",2
"CY_25_22-04-06_12_i1_hX40",3
"CY_25_22-04-06_12_i1_hX40",4
"CY_25_22-04-06_12_i2_vX40",2
"CY_25_22-04-06_19_i1_hX40",2
"CY_25_22-04-06_19_i1_hX40",3
"CY_25_22-04-06_19_i1_hX40",2
"CY_25_22-04-06_19_i1_hX40",3
"PK_02_05-05-09_14_i2_hX40",9
"PK_02_25-04-09_13_i1_hX40",2
"PK_02_25-04-09_13_i1_hX40",3
"PK_02_25-04-09_13_i1_hX40",4
"PK_02_25-04-09_13_i1_hX40",5
"PK_02_25-04-09_13_i1_hX40",6
"PK_02_25-04-09_13_i1_hX40",7
"PK_02_25-04-09_13_i1_hX40",8
"PK_02_25-04-09_13_i1_hX40",9
"PK_02_25-04-09_13_i1_hX40",10
"PK_04_24-04-08_03_i2_hX40",2
"PK_04_24-04-08_03_i2_hX40",3
"PK_04_24-04-08_03_i2_hX40",4
"PK_04_24-04-08_03_i2_hX40",5
"PK_04_24-04-08_03_i2_hX40",6
"PK_04_24-04-08_19_i2_hX40",2
"PK_04_24-04-08_19_i2_hX40",3
"PK_04_24-04-08_19_i2_hX40",4
"PK_04_24-04-08_19_i2_hX40",5
"PK_04_24-04-08_19_i2_hX40",6
"PK_06_17-04-08_01_i1_hX60",2
"PK_06_17-04-08_01_i1_hX60",3
"PK_06_17-04-08_01_i1_hX60",6
"PK_08_20-04-08_16_i2_hX40",32
"PK_08_27-04-09_13_i2_vX40",2
"PK_08_27-04-09_13_i2_vX40",3
"PK_08_27-04-09_13_i3_hX40",2
"PK_08_27-04-09_13_i3_hX40",3
"PK_08_27-04-09_13_i3_hX40",7
"PK_08_27-04-09_14_i1_vX40",2
"PK_08_27-04-09_15_i2_hX40",2
"PK_08_27-04-09_15_i2_hX40",3
"PK_08_27-04-09_15_i2_hX40",4
"PK_08_27-04-09_15_i2_hX40",15
"PK_08_27-04-09_15_i2_hX40",16
"PK_08_27-04-09_17_i2_vX40",2
"PK_08_27-04-09_17_i2_vX40",3
"PK_08_27-04-09_17_i2_vX40",4
"PK_08_27-04-09_17_i2_vX40",5
"PK_08_27-04-09_17_i2_vX40",6
"PK_09_21-04-08_01_i2_vX40",2
"PK_09_21-04-08_01_i2_vX40",3
"PK_09_21-04-08_01_i2_vX40",4
"PK_09_21-04-08_01_i2_vX40",5
"PK_09_21-04-08_01_i2_vX40",6
"PK_09_21-04-08_01_i2_vX40",7
"PK_09_21-04-08_01_i2_vX40",8
"PK_09_21-04-08_18_i2_vX40",2
